ISTANTE,PREC_68,PREC_72,PREC_81,TEMP,UMID_MIN,UMID_MAX,RAD,PORT_305
2010-01-01 02:00:00,0.0,0.0,0.0,2.5,100.0,100.0,0.0,0.21
2010-01-01 03:00:00,0.0,0.0,0.0,2.0,100.0,100.0,0.0,0.2
2010-01-01 04:00:00,0.2,0.0,0.0,1.5,100.0,100.0,0.0,0.21
2010-01-01 05:00:00,0.0,0.0,0.0,0.5,100.0,100.0,0.0,0.2
2010-01-01 06:00:00,0.0,0.0,0.0,0.3,100.0,100.0,0.0,0.2
2010-01-01 07:00:00,0.0,0.0,0.0,-0.2,100.0,100.0,0.0,0.2
2010-01-01 08:00:00,0.0,0.0,0.2,-0.2,100.0,100.0,0.0,0.2
2010-01-01 09:00:00,0.0,0.0,0.0,0.8,100.0,100.0,0.0,0.2
2010-01-01 10:00:00,0.0,0.0,0.0,2.0,100.0,100.0,0.088,0.2
2010-01-01 11:00:00,0.0,0.0,0.0,3.2,100.0,100.0,0.245,0.2
2010-01-01 12:00:00,0.0,0.0,0.0,4.6,100.0,100.0,0.314,0.2
2010-01-01 13:00:00,0.0,0.0,0.0,6.6,87.0,100.0,0.879,0.19
2010-01-01 14:00:00,0.0,0.0,0.0,7.3,80.0,83.0,0.552,0.19
2010-01-01 15:00:00,0.0,0.0,0.0,6.5,83.0,91.0,0.144,0.19
2010-01-01 16:00:00,0.0,0.0,0.0,5.9,92.0,93.0,0.088,0.2
2010-01-01 17:00:00,0.0,0.0,0.0,5.3,94.0,96.0,0.006,0.2
2010-01-01 18:00:00,0.0,0.0,0.0,4.0,96.0,97.0,0.0,0.2
2010-01-01 19:00:00,0.0,0.0,0.0,4.1,97.0,100.0,0.0,0.19
2010-01-01 20:00:00,0.0,0.0,0.0,4.1,100.0,100.0,0.0,0.2
2010-01-01 21:00:00,0.0,0.0,0.0,3.2,97.0,98.0,0.0,0.19
2010-01-01 22:00:00,0.0,0.0,0.0,1.7,96.0,97.0,0.0,0.19
2010-01-01 23:00:00,0.0,0.0,0.0,1.1,97.0,100.0,0.0,0.2
2010-01-02 00:00:00,0.0,0.0,0.0,0.6,97.0,100.0,0.0,0.19
2010-01-02 01:00:00,0.0,0.0,0.0,0.7,100.0,100.0,0.0,0.2
2010-01-02 02:00:00,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.2
2010-01-02 03:00:00,0.0,0.0,0.0,1.1,100.0,100.0,0.0,0.19
2010-01-02 04:00:00,0.0,0.0,0.0,1.4,100.0,100.0,0.0,0.19
2010-01-02 05:00:00,0.2,0.0,0.0,1.9,100.0,100.0,0.0,0.19
2010-01-02 06:00:00,0.6,0.0,1.0,2.6,100.0,100.0,0.0,0.19
2010-01-02 07:00:00,0.4,0.6,1.0,2.9,100.0,100.0,0.0,0.19
2010-01-02 08:00:00,0.0,0.0,0.0,2.9,100.0,100.0,0.0,0.19
2010-01-02 09:00:00,0.0,0.0,0.0,3.2,100.0,100.0,0.0,0.18
2010-01-02 10:00:00,0.0,0.0,0.0,3.7,100.0,100.0,0.082,0.19
2010-01-02 11:00:00,0.0,0.0,0.0,4.0,100.0,100.0,0.653,0.19
2010-01-02 12:00:00,0.0,0.0,0.0,4.7,92.0,95.0,0.634,0.18
2010-01-02 13:00:00,0.2,0.0,0.0,7.0,35.0,84.0,0.508,0.18
2010-01-02 14:00:00,0.0,0.0,0.0,6.7,26.0,33.0,0.408,0.18
2010-01-02 15:00:00,0.0,0.2,0.0,5.7,21.0,28.0,0.27,0.18
2010-01-02 16:00:00,0.0,0.0,0.0,4.8,19.0,23.0,0.151,0.18
2010-01-02 17:00:00,0.0,0.0,0.0,3.9,20.0,27.0,0.006,0.18
2010-01-02 18:00:00,0.0,0.0,0.0,3.5,20.0,22.0,0.0,0.17
2010-01-02 19:00:00,0.0,0.0,0.0,2.9,16.0,20.0,0.0,0.17
2010-01-02 20:00:00,0.0,0.0,0.0,2.3,16.0,19.0,0.0,0.17
2010-01-02 21:00:00,0.0,0.0,0.0,2.1,16.0,20.0,0.0,0.17
2010-01-02 22:00:00,0.0,0.0,0.0,2.2,16.0,17.0,0.0,0.16
2010-01-02 23:00:00,0.0,0.0,0.0,1.9,16.0,19.0,0.0,0.16
2010-01-03 00:00:00,0.0,0.0,0.0,1.6,18.0,21.0,0.0,0.17
2010-01-03 01:00:00,0.0,0.0,0.0,1.7,16.0,23.0,0.0,0.16
2010-01-03 02:00:00,0.0,0.0,0.0,0.9,18.0,24.0,0.0,0.16
2010-01-03 03:00:00,0.0,0.0,0.0,-0.2,18.0,42.0,0.0,0.16
2010-01-03 04:00:00,0.0,0.0,0.0,-1.8,42.0,44.0,0.0,0.16
2010-01-03 05:00:00,0.0,0.0,0.0,-2.5,39.0,54.0,0.0,0.16
2010-01-03 06:00:00,0.0,0.0,0.0,-3.6,53.0,59.0,0.0,0.16
2010-01-03 07:00:00,0.0,0.0,0.0,-4.9,59.0,68.0,0.0,0.16
2010-01-03 08:00:00,0.0,0.0,0.0,-5.8,67.0,72.0,0.0,0.17
2010-01-03 09:00:00,0.0,0.0,0.0,-5.8,69.0,73.0,0.182,0.15
2010-01-03 10:00:00,0.0,0.0,0.0,-5.6,70.0,73.0,0.634,0.13
2010-01-03 11:00:00,0.0,0.0,0.0,-5.5,71.0,75.0,1.061,0.13
2010-01-03 12:00:00,0.0,0.0,0.0,-4.4,58.0,72.0,1.312,0.13
2010-01-03 13:00:00,0.0,0.0,0.0,-1.4,42.0,62.0,1.381,0.15
2010-01-03 14:00:00,0.0,0.0,0.0,1.0,38.0,47.0,1.111,0.15
2010-01-03 15:00:00,0.0,0.0,0.0,2.0,30.0,36.0,0.308,0.16
2010-01-03 16:00:00,0.0,0.0,0.0,-0.2,42.0,54.0,0.107,0.15
2010-01-03 17:00:00,0.0,0.0,0.0,-2.9,64.0,72.0,0.019,0.15
2010-01-03 18:00:00,0.0,0.0,0.0,-4.3,73.0,78.0,0.0,0.15
2010-01-03 19:00:00,0.0,0.0,0.0,-4.9,77.0,79.0,0.0,0.15
2010-01-03 20:00:00,0.0,0.0,0.0,-5.4,77.0,81.0,0.0,0.15
2010-01-03 21:00:00,0.0,0.0,0.0,-5.7,80.0,83.0,0.0,0.15
2010-01-03 22:00:00,0.0,0.0,0.0,-6.3,81.0,84.0,0.0,0.16
2010-01-03 23:00:00,0.0,0.0,0.0,-6.9,84.0,86.0,0.0,0.15
2010-01-04 00:00:00,0.0,0.0,0.0,-7.7,85.0,87.0,0.0,0.15
2010-01-04 01:00:00,0.0,0.0,0.0,-8.1,86.0,87.0,0.0,0.15
2010-01-04 02:00:00,0.0,0.0,0.0,-8.6,86.0,87.0,0.0,0.15
2010-01-04 03:00:00,0.0,0.0,0.0,-8.5,86.0,88.0,0.0,0.15
2010-01-04 04:00:00,0.0,0.0,0.0,-8.4,85.0,86.0,0.0,0.15
2010-01-04 05:00:00,0.0,0.0,0.0,-7.3,79.0,85.0,0.0,0.15
2010-01-04 06:00:00,0.0,0.0,0.0,-6.0,78.0,80.0,0.0,0.15
2010-01-04 07:00:00,0.0,0.0,0.0,-4.9,73.0,78.0,0.0,0.14
2010-01-04 08:00:00,0.0,0.0,0.0,-4.2,72.0,73.0,0.0,0.14
2010-01-04 09:00:00,0.0,0.0,0.0,-3.7,70.0,72.0,0.006,0.14
2010-01-04 10:00:00,0.0,0.0,0.0,-2.8,59.0,74.0,0.056,0.14
2010-01-04 11:00:00,0.0,0.0,0.0,-1.8,66.0,73.0,0.138,0.14
2010-01-04 12:00:00,0.0,0.0,0.0,-0.4,59.0,69.0,0.389,0.13
2010-01-04 13:00:00,0.0,0.0,0.0,0.4,66.0,69.0,0.402,0.13
2010-01-04 14:00:00,0.0,0.0,0.0,0.8,52.0,67.0,0.483,0.13
2010-01-04 15:00:00,0.0,0.0,0.0,0.3,54.0,57.0,0.32,0.13
2010-01-04 16:00:00,0.0,0.0,0.0,0.3,58.0,58.0,0.157,0.13
2010-01-04 17:00:00,0.0,0.0,0.0,-0.6,60.0,68.0,0.013,0.13
2010-01-04 18:00:00,0.0,0.0,0.0,-1.4,70.0,75.0,0.0,0.13
2010-01-04 19:00:00,0.0,0.0,0.0,-1.5,74.0,75.0,0.0,0.13
2010-01-04 20:00:00,0.0,0.0,0.0,-1.5,74.0,76.0,0.0,0.13
2010-01-04 21:00:00,0.0,0.0,0.0,-1.5,76.0,78.0,0.0,0.13
2010-01-04 22:00:00,0.0,0.0,0.0,-1.4,77.0,78.0,0.0,0.12
2010-01-04 23:00:00,0.0,0.0,0.0,-1.3,77.0,78.0,0.0,0.12
2010-01-05 00:00:00,0.0,0.0,0.0,-1.5,79.0,80.0,0.0,0.12
2010-01-05 01:00:00,0.0,0.0,0.0,-1.5,80.0,81.0,0.0,0.12
2010-01-05 02:00:00,0.0,0.0,0.0,-1.4,81.0,82.0,0.0,0.12
2010-01-05 03:00:00,0.0,0.0,0.0,-1.2,81.0,82.0,0.0,0.12
2010-01-05 04:00:00,0.0,0.0,0.0,-1.1,81.0,83.0,0.0,0.12
2010-01-05 05:00:00,0.0,0.0,0.0,-1.2,81.0,85.0,0.0,0.12
2010-01-05 06:00:00,0.0,0.0,0.0,-1.0,81.0,82.0,0.0,0.12
2010-01-05 07:00:00,0.0,0.0,0.0,-0.9,80.0,81.0,0.0,0.12
2010-01-05 08:00:00,0.0,0.0,0.0,-0.8,79.0,80.0,0.0,0.12
2010-01-05 09:00:00,0.0,0.0,0.0,-0.5,78.0,78.0,0.0,0.12
2010-01-05 10:00:00,0.0,0.0,0.0,0.0,73.0,76.0,0.063,0.12
2010-01-05 11:00:00,0.0,0.0,0.0,0.6,68.0,72.0,0.107,0.14
2010-01-05 12:00:00,0.0,0.0,0.0,1.8,54.0,61.0,0.27,0.14
2010-01-05 13:00:00,0.0,0.0,0.0,2.7,45.0,51.0,0.389,0.14
2010-01-05 14:00:00,0.0,0.0,0.0,3.3,46.0,49.0,0.245,0.13
2010-01-05 15:00:00,0.0,0.0,0.0,3.6,46.0,49.0,0.226,0.13
2010-01-05 16:00:00,0.0,0.0,0.0,3.6,47.0,56.0,0.094,0.13
2010-01-05 17:00:00,0.0,0.0,0.0,2.6,53.0,63.0,0.0,0.14
2010-01-05 18:00:00,0.0,0.0,0.0,1.5,67.0,70.0,0.0,0.13
2010-01-05 19:00:00,0.0,0.0,0.0,1.3,70.0,72.0,0.0,0.13
2010-01-05 20:00:00,0.0,0.0,0.0,1.1,72.0,73.0,0.0,0.13
2010-01-07 01:00:00,0.0,0.0,0.0,1.1,96.0,97.0,0.0,0.11
2010-01-07 02:00:00,0.0,0.0,0.0,1.1,97.0,97.0,0.0,0.12
2010-01-07 03:00:00,0.2,0.0,0.0,0.9,97.0,97.0,0.0,0.12
2010-01-07 04:00:00,0.0,0.0,0.0,0.4,97.0,97.0,0.0,0.12
2010-01-07 05:00:00,0.0,0.0,0.0,0.2,97.0,97.0,0.0,0.12
2010-01-07 06:00:00,0.0,0.0,0.0,0.2,97.0,100.0,0.0,0.13
2010-01-07 07:00:00,0.0,0.0,0.0,-0.1,97.0,100.0,0.0,0.12
2010-01-07 08:00:00,0.0,0.0,0.0,-0.2,98.0,100.0,0.0,0.12
2010-01-07 09:00:00,0.0,0.0,0.0,0.0,98.0,100.0,0.113,0.12
2010-01-07 10:00:00,0.0,0.0,0.0,-0.4,97.0,100.0,0.402,0.11
2010-01-07 11:00:00,0.0,0.0,0.0,-0.4,96.0,97.0,1.004,0.09
2010-01-07 12:00:00,0.0,0.0,0.0,-0.1,96.0,96.0,1.249,0.09
2010-01-07 13:00:00,0.0,0.0,0.0,1.8,81.0,97.0,1.192,0.11
2010-01-07 14:00:00,0.0,0.0,0.0,3.7,74.0,78.0,0.659,0.11
2010-01-07 15:00:00,0.0,0.0,0.0,4.3,77.0,80.0,0.326,0.11
2010-01-07 16:00:00,0.0,0.0,0.0,4.2,78.0,80.0,0.025,0.11
2010-01-07 17:00:00,0.0,0.0,0.0,2.8,80.0,88.0,0.006,0.11
2010-01-07 18:00:00,0.0,0.0,0.0,1.2,90.0,92.0,0.0,0.11
2010-01-07 19:00:00,0.0,0.0,0.0,0.5,93.0,95.0,0.0,0.11
2010-01-07 20:00:00,0.0,0.0,0.0,0.5,95.0,95.0,0.0,0.11
2010-01-07 21:00:00,0.0,0.0,0.0,0.4,94.0,95.0,0.0,0.07
2010-01-07 22:00:00,0.0,0.0,0.0,0.4,95.0,95.0,0.0,0.05
2010-01-07 23:00:00,0.0,0.0,0.0,0.7,95.0,95.0,0.0,0.1
2010-01-08 00:00:00,0.0,0.0,0.0,0.8,94.0,95.0,0.0,0.12
2010-01-08 01:00:00,0.0,0.0,0.0,0.9,95.0,96.0,0.0,0.12
2010-01-08 02:00:00,0.4,0.0,0.0,1.0,96.0,96.0,0.0,0.11
2010-01-08 03:00:00,0.2,0.8,0.2,0.4,96.0,96.0,0.0,0.11
